power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
19.84 W, 6 MiB, 0 %, 0 %
25.25 W, 22 MiB, 0 %, 0 %
55.20 W, 96 MiB, 0 %, 0 %
60.30 W, 96 MiB, 2 %, 0 %
60.97 W, 96 MiB, 2 %, 0 %
61.17 W, 96 MiB, 0 %, 0 %
61.26 W, 96 MiB, 0 %, 0 %
61.26 W, 96 MiB, 0 %, 0 %
61.26 W, 96 MiB, 0 %, 0 %
61.26 W, 96 MiB, 0 %, 0 %
61.55 W, 96 MiB, 0 %, 0 %
61.26 W, 96 MiB, 1 %, 0 %
61.26 W, 96 MiB, 1 %, 0 %
61.26 W, 96 MiB, 0 %, 0 %
61.65 W, 96 MiB, 0 %, 0 %
61.26 W, 96 MiB, 1 %, 0 %
61.26 W, 96 MiB, 1 %, 0 %
61.36 W, 96 MiB, 1 %, 0 %
62.23 W, 96 MiB, 2 %, 0 %
73.08 W, 96 MiB, 2 %, 0 %
2.0171995162963867
