power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
20.03 W, 6 MiB, 0 %, 0 %
21.39 W, 17 MiB, 0 %, 0 %
20.32 W, 17 MiB, 0 %, 0 %
20.13 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
20.22 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
20.22 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.84 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.83 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.83 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.84 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.83 W, 17 MiB, 0 %, 0 %
19.83 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.84 W, 17 MiB, 0 %, 0 %
19.84 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.84 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.83 W, 17 MiB, 0 %, 0 %
19.84 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.83 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.83 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.83 W, 17 MiB, 0 %, 0 %
19.83 W, 17 MiB, 0 %, 0 %
19.83 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.83 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.83 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
20.03 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
19.93 W, 17 MiB, 0 %, 0 %
