power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
20.03 W, 6 MiB, 0 %, 0 %
22.55 W, 17 MiB, 0 %, 0 %
20.61 W, 17 MiB, 0 %, 0 %
20.42 W, 17 MiB, 0 %, 0 %
20.12 W, 17 MiB, 0 %, 0 %
20.13 W, 17 MiB, 0 %, 0 %
20.32 W, 17 MiB, 0 %, 0 %
20.22 W, 17 MiB, 0 %, 0 %
20.32 W, 17 MiB, 0 %, 0 %
20.22 W, 17 MiB, 0 %, 0 %
58.31 W, 465 MiB, 0 %, 0 %
132.98 W, 465 MiB, 35 %, 22 %
141.45 W, 465 MiB, 100 %, 97 %
112.41 W, 465 MiB, 100 %, 97 %
137.80 W, 465 MiB, 71 %, 58 %
121.27 W, 465 MiB, 71 %, 58 %
141.26 W, 465 MiB, 100 %, 86 %
144.93 W, 465 MiB, 100 %, 86 %
140.12 W, 465 MiB, 100 %, 95 %
146.36 W, 465 MiB, 100 %, 87 %
136.69 W, 465 MiB, 100 %, 87 %
148.10 W, 465 MiB, 100 %, 86 %
128.60 W, 465 MiB, 100 %, 86 %
149.83 W, 465 MiB, 100 %, 86 %
151.71 W, 465 MiB, 100 %, 96 %
150.79 W, 465 MiB, 100 %, 96 %
155.13 W, 465 MiB, 100 %, 86 %
149.55 W, 465 MiB, 100 %, 86 %
157.24 W, 465 MiB, 100 %, 86 %
145.46 W, 465 MiB, 100 %, 86 %
159.24 W, 465 MiB, 100 %, 86 %
134.14 W, 465 MiB, 100 %, 95 %
145.98 W, 465 MiB, 100 %, 95 %
148.09 W, 465 MiB, 100 %, 87 %
148.28 W, 465 MiB, 100 %, 87 %
148.38 W, 465 MiB, 100 %, 96 %
139.55 W, 465 MiB, 100 %, 85 %
147.23 W, 465 MiB, 100 %, 85 %
148.19 W, 465 MiB, 100 %, 96 %
148.29 W, 465 MiB, 100 %, 96 %
126.77 W, 465 MiB, 100 %, 96 %
145.60 W, 465 MiB, 100 %, 96 %
147.90 W, 465 MiB, 100 %, 85 %
148.38 W, 465 MiB, 100 %, 96 %
148.38 W, 465 MiB, 100 %, 96 %
141.95 W, 465 MiB, 100 %, 85 %
147.23 W, 465 MiB, 100 %, 85 %
148.38 W, 465 MiB, 100 %, 96 %
148.28 W, 465 MiB, 100 %, 96 %
132.70 W, 465 MiB, 100 %, 96 %
145.88 W, 465 MiB, 100 %, 85 %
147.90 W, 465 MiB, 100 %, 85 %
148.38 W, 465 MiB, 100 %, 96 %
148.57 W, 465 MiB, 100 %, 95 %
143.60 W, 465 MiB, 100 %, 95 %
147.61 W, 465 MiB, 100 %, 86 %
148.38 W, 465 MiB, 100 %, 86 %
148.67 W, 465 MiB, 100 %, 96 %
136.79 W, 465 MiB, 100 %, 96 %
146.56 W, 465 MiB, 100 %, 85 %
148.09 W, 465 MiB, 100 %, 96 %
148.48 W, 465 MiB, 100 %, 96 %
131.45 W, 465 MiB, 100 %, 96 %
145.02 W, 465 MiB, 100 %, 96 %
147.90 W, 465 MiB, 100 %, 85 %
148.48 W, 465 MiB, 100 %, 96 %
148.57 W, 465 MiB, 100 %, 96 %
81.03 W, 6 MiB, 100 %, 79 %
6.792742967605591
