power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
19.93 W, 6 MiB, 0 %, 0 %
19.93 W, 6 MiB, 0 %, 0 %
20.03 W, 6 MiB, 0 %, 0 %
20.12 W, 6 MiB, 0 %, 0 %
20.03 W, 6 MiB, 0 %, 0 %
20.03 W, 6 MiB, 0 %, 0 %
19.93 W, 6 MiB, 0 %, 0 %
20.03 W, 6 MiB, 0 %, 0 %
20.03 W, 6 MiB, 0 %, 0 %
20.03 W, 6 MiB, 0 %, 0 %
19.83 W, 6 MiB, 0 %, 0 %
20.12 W, 6 MiB, 0 %, 0 %
20.03 W, 6 MiB, 0 %, 0 %
20.12 W, 6 MiB, 0 %, 0 %
20.32 W, 19 MiB, 0 %, 0 %
50.70 W, 80 MiB, 1 %, 0 %
59.91 W, 80 MiB, 1 %, 0 %
61.07 W, 80 MiB, 0 %, 0 %
61.26 W, 80 MiB, 0 %, 0 %
62.42 W, 147 MiB, 5 %, 0 %
61.84 W, 147 MiB, 5 %, 0 %
63.37 W, 147 MiB, 1 %, 0 %
66.54 W, 147 MiB, 8 %, 4 %
71.83 W, 147 MiB, 8 %, 4 %
80.84 W, 147 MiB, 13 %, 6 %
72.12 W, 147 MiB, 13 %, 6 %
85.58 W, 147 MiB, 33 %, 16 %
69.04 W, 147 MiB, 33 %, 16 %
86.13 W, 147 MiB, 33 %, 16 %
77.01 W, 147 MiB, 33 %, 16 %
77.01 W, 147 MiB, 33 %, 16 %
83.32 W, 147 MiB, 33 %, 16 %
70.77 W, 147 MiB, 33 %, 16 %
84.47 W, 147 MiB, 33 %, 16 %
78.63 W, 147 MiB, 47 %, 23 %
82.95 W, 147 MiB, 47 %, 23 %
71.64 W, 147 MiB, 32 %, 16 %
84.44 W, 147 MiB, 32 %, 16 %
71.54 W, 147 MiB, 32 %, 16 %
83.12 W, 147 MiB, 32 %, 16 %
79.16 W, 147 MiB, 32 %, 16 %
75.79 W, 147 MiB, 32 %, 16 %
83.51 W, 147 MiB, 32 %, 16 %
70.30 W, 147 MiB, 32 %, 16 %
84.94 W, 147 MiB, 32 %, 16 %
77.22 W, 147 MiB, 32 %, 16 %
77.50 W, 147 MiB, 32 %, 16 %
81.92 W, 147 MiB, 32 %, 16 %
70.77 W, 147 MiB, 32 %, 16 %
86.62 W, 147 MiB, 32 %, 16 %
71.33 W, 147 MiB, 32 %, 16 %
81.69 W, 147 MiB, 32 %, 16 %
79.44 W, 147 MiB, 32 %, 16 %
74.13 W, 147 MiB, 32 %, 16 %
82.56 W, 147 MiB, 32 %, 16 %
69.23 W, 147 MiB, 32 %, 16 %
84.26 W, 147 MiB, 32 %, 16 %
73.94 W, 147 MiB, 32 %, 16 %
85.03 W, 147 MiB, 32 %, 16 %
81.65 W, 147 MiB, 32 %, 16 %
73.47 W, 147 MiB, 32 %, 16 %
83.14 W, 147 MiB, 32 %, 16 %
68.74 W, 147 MiB, 32 %, 16 %
84.93 W, 147 MiB, 32 %, 16 %
76.15 W, 147 MiB, 32 %, 16 %
82.54 W, 147 MiB, 32 %, 16 %
81.62 W, 147 MiB, 32 %, 16 %
70.38 W, 148 MiB, 32 %, 16 %
72.61 W, 148 MiB, 29 %, 13 %
75.07 W, 148 MiB, 29 %, 13 %
77.86 W, 148 MiB, 27 %, 12 %
79.60 W, 148 MiB, 34 %, 15 %
79.00 W, 148 MiB, 34 %, 15 %
78.44 W, 148 MiB, 27 %, 12 %
78.44 W, 148 MiB, 27 %, 12 %
75.84 W, 148 MiB, 31 %, 14 %
77.29 W, 147 MiB, 31 %, 14 %
73.86 W, 148 MiB, 31 %, 13 %
75.01 W, 148 MiB, 28 %, 12 %
70.09 W, 148 MiB, 28 %, 12 %
71.93 W, 148 MiB, 33 %, 14 %
80.18 W, 148 MiB, 33 %, 14 %
73.07 W, 149 MiB, 33 %, 14 %
76.02 W, 149 MiB, 28 %, 12 %
78.75 W, 149 MiB, 28 %, 12 %
71.81 W, 149 MiB, 30 %, 13 %
74.76 W, 149 MiB, 30 %, 13 %
69.99 W, 149 MiB, 33 %, 14 %
75.50 W, 149 MiB, 28 %, 12 %
72.49 W, 149 MiB, 28 %, 12 %
76.35 W, 149 MiB, 25 %, 11 %
76.59 W, 149 MiB, 25 %, 11 %
71.60 W, 149 MiB, 32 %, 14 %
73.98 W, 149 MiB, 30 %, 12 %
70.08 W, 149 MiB, 30 %, 12 %
76.50 W, 149 MiB, 28 %, 12 %
74.99 W, 149 MiB, 28 %, 12 %
74.31 W, 149 MiB, 28 %, 11 %
71.64 W, 149 MiB, 28 %, 11 %
74.82 W, 149 MiB, 29 %, 11 %
73.18 W, 149 MiB, 30 %, 11 %
71.74 W, 149 MiB, 30 %, 11 %
73.37 W, 149 MiB, 27 %, 10 %
74.22 W, 149 MiB, 27 %, 10 %
72.31 W, 149 MiB, 30 %, 11 %
71.44 W, 149 MiB, 26 %, 10 %
74.31 W, 149 MiB, 26 %, 10 %
72.60 W, 149 MiB, 29 %, 11 %
72.03 W, 149 MiB, 29 %, 11 %
71.64 W, 149 MiB, 31 %, 12 %
72.59 W, 149 MiB, 31 %, 12 %
73.66 W, 149 MiB, 27 %, 10 %
72.52 W, 149 MiB, 29 %, 11 %
73.45 W, 150 MiB, 29 %, 11 %
71.64 W, 150 MiB, 27 %, 10 %
70.29 W, 150 MiB, 27 %, 10 %
70.77 W, 151 MiB, 24 %, 8 %
71.06 W, 151 MiB, 28 %, 9 %
71.06 W, 151 MiB, 28 %, 9 %
