power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
19.93 W, 6 MiB, 0 %, 0 %
20.23 W, 6 MiB, 0 %, 0 %
20.32 W, 6 MiB, 0 %, 0 %
20.23 W, 6 MiB, 0 %, 0 %
20.23 W, 6 MiB, 0 %, 0 %
20.13 W, 6 MiB, 0 %, 0 %
20.23 W, 6 MiB, 0 %, 0 %
20.32 W, 6 MiB, 0 %, 0 %
20.23 W, 6 MiB, 0 %, 0 %
20.22 W, 6 MiB, 0 %, 0 %
20.22 W, 6 MiB, 0 %, 0 %
20.32 W, 6 MiB, 0 %, 0 %
20.22 W, 6 MiB, 0 %, 0 %
20.12 W, 6 MiB, 0 %, 0 %
26.02 W, 24 MiB, 0 %, 0 %
57.81 W, 92 MiB, 0 %, 0 %
60.88 W, 92 MiB, 3 %, 0 %
61.46 W, 92 MiB, 0 %, 0 %
61.46 W, 92 MiB, 0 %, 0 %
61.46 W, 92 MiB, 0 %, 0 %
61.55 W, 80 MiB, 0 %, 0 %
2.0641894340515137
