power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
19.93 W, 6 MiB, 0 %, 0 %
20.03 W, 6 MiB, 0 %, 0 %
20.22 W, 6 MiB, 0 %, 0 %
26.50 W, 22 MiB, 0 %, 0 %
57.81 W, 451 MiB, 10 %, 1 %
126.86 W, 451 MiB, 75 %, 54 %
138.77 W, 451 MiB, 75 %, 54 %
141.46 W, 451 MiB, 100 %, 91 %
141.89 W, 451 MiB, 100 %, 91 %
142.13 W, 451 MiB, 100 %, 91 %
142.23 W, 451 MiB, 100 %, 91 %
142.37 W, 451 MiB, 100 %, 91 %
142.47 W, 451 MiB, 100 %, 91 %
142.47 W, 451 MiB, 100 %, 91 %
142.20 W, 451 MiB, 100 %, 91 %
142.27 W, 451 MiB, 100 %, 91 %
142.34 W, 451 MiB, 100 %, 91 %
142.37 W, 451 MiB, 100 %, 91 %
142.37 W, 451 MiB, 100 %, 91 %
142.28 W, 451 MiB, 100 %, 91 %
142.28 W, 451 MiB, 100 %, 91 %
84.31 W, 451 MiB, 94 %, 84 %
65.48 W, 451 MiB, 94 %, 84 %
62.03 W, 451 MiB, 10 %, 1 %
64.61 W, 80 MiB, 4 %, 0 %
2.4725215435028076
