power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
20.32 W, 6 MiB, 0 %, 0 %
23.03 W, 17 MiB, 0 %, 0 %
20.80 W, 17 MiB, 0 %, 0 %
20.61 W, 17 MiB, 0 %, 0 %
20.51 W, 17 MiB, 0 %, 0 %
20.42 W, 17 MiB, 0 %, 0 %
20.61 W, 17 MiB, 0 %, 0 %
20.32 W, 17 MiB, 0 %, 0 %
20.42 W, 17 MiB, 0 %, 0 %
20.61 W, 17 MiB, 0 %, 0 %
20.51 W, 17 MiB, 0 %, 0 %
20.61 W, 17 MiB, 0 %, 0 %
20.32 W, 17 MiB, 0 %, 0 %
20.61 W, 17 MiB, 0 %, 0 %
20.61 W, 17 MiB, 0 %, 0 %
20.51 W, 17 MiB, 0 %, 0 %
20.61 W, 17 MiB, 0 %, 0 %
20.32 W, 17 MiB, 0 %, 0 %
20.51 W, 17 MiB, 0 %, 0 %
20.52 W, 17 MiB, 0 %, 0 %
20.61 W, 17 MiB, 0 %, 0 %
20.42 W, 17 MiB, 0 %, 0 %
20.51 W, 17 MiB, 0 %, 0 %
51.95 W, 217 MiB, 0 %, 0 %
111.98 W, 209 MiB, 47 %, 10 %
2.5020294189453125
