power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
19.93 W, 6 MiB, 0 %, 0 %
20.23 W, 6 MiB, 0 %, 0 %
20.12 W, 6 MiB, 0 %, 0 %
20.22 W, 6 MiB, 0 %, 0 %
20.32 W, 6 MiB, 0 %, 0 %
20.12 W, 6 MiB, 0 %, 0 %
20.12 W, 6 MiB, 0 %, 0 %
20.13 W, 6 MiB, 0 %, 0 %
20.13 W, 7 MiB, 0 %, 0 %
21.77 W, 17 MiB, 0 %, 0 %
46.08 W, 335 MiB, 9 %, 1 %
63.76 W, 335 MiB, 9 %, 1 %
65.96 W, 335 MiB, 100 %, 0 %
66.35 W, 335 MiB, 100 %, 0 %
66.45 W, 335 MiB, 100 %, 0 %
66.54 W, 335 MiB, 100 %, 0 %
66.54 W, 335 MiB, 100 %, 0 %
66.54 W, 335 MiB, 100 %, 0 %
66.54 W, 335 MiB, 100 %, 0 %
66.54 W, 335 MiB, 100 %, 0 %
66.45 W, 335 MiB, 100 %, 0 %
66.45 W, 335 MiB, 100 %, 0 %
66.45 W, 335 MiB, 100 %, 0 %
66.74 W, 335 MiB, 100 %, 0 %
66.93 W, 335 MiB, 100 %, 0 %
66.93 W, 335 MiB, 100 %, 0 %
67.32 W, 335 MiB, 100 %, 0 %
67.80 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.99 W, 335 MiB, 100 %, 1 %
67.99 W, 335 MiB, 100 %, 1 %
67.99 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.99 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.89 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.32 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
67.22 W, 335 MiB, 100 %, 1 %
66.44 W, 335 MiB, 100 %, 1 %
62.42 W, 335 MiB, 44 %, 1 %
63.18 W, 101 MiB, 44 %, 1 %
61.65 W, 101 MiB, 14 %, 1 %
61.46 W, 101 MiB, 14 %, 1 %
61.46 W, 101 MiB, 0 %, 0 %
61.46 W, 101 MiB, 0 %, 0 %
61.46 W, 101 MiB, 0 %, 0 %
61.46 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
61.46 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
61.46 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
61.46 W, 101 MiB, 0 %, 0 %
61.46 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
61.46 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
61.46 W, 101 MiB, 0 %, 0 %
61.46 W, 101 MiB, 0 %, 0 %
61.36 W, 101 MiB, 0 %, 0 %
62.21 W, 20 MiB, 0 %, 0 %
11.978416919708252
